98,a-ea-1053,*,500 mg (erythromycin base),Pink,Elliptical / Oval
99,a-ec-24100,erythromycin,250 mg,White,Elliptical / Oval
100,a-ec-953,erythromycin,250 mg,White,Elliptical / Oval
101,a-ed-24102,erythromycin,500 mg,White,Elliptical / Oval
102,a-ed-2856,erythromycin,500 mg,White,Elliptical / Oval
103,a-ed-20143,erythromycin,500 mg,White,Elliptical / Oval
104,a-eh-24101,erythromycin,333 mg,White,Elliptical / Oval
105,a-eh-4785,erythromycin,333 mg,White,Elliptical / Oval
106,a-es-6903,erythromycin,250 mg,Pink,Round
107,a-et-311,erythromycin,500 mg,Pink,Elliptical / Oval
108,a-fi-20512,*,48 mg,Yellow,Elliptical / Oval
109,a-fi-21319,*,48 mg,Yellow,Elliptical / Oval
110,a-fi-12623,fenofibrate,48 mg,Yellow,Elliptical / Oval
111,a-fi-22006,*,48 mg,Yellow,Elliptical / Oval
112,a-fo-21318,*,145 mg,White,Elliptical / Oval
113,a-fo-12624,fenofibrate,145 mg,White,Elliptical / Oval
114,a-fo-22007,*,145 mg,White,Elliptical / Oval
115,a-fr-2834,fenofibrate,67 mg,Yellow,Capsule-shape
116,a-ft-2566,trandolapril,1 mg,Orange,Round
117,a-fx-7988,trandolapril,2 mg,Yellow,Round
118,a-fz-2568,trandolapril,4 mg,Pink,Round
119,a-gx-eh3-10170,melphalan,2 mg,White,Round
120,a-hh-555,terazosin,1 mg,Gray,Round
121,a-hk-557,terazosin,5 mg,Red,Round
122,a-hn-558,terazosin,10 mg,Blue,Round
123,a-hy-556,terazosin,2 mg,Yellow,Round
124,a-kl-20238,*,500 mg,Yellow,Elliptical / Oval
125,a-le-7141,trimethadione,150 mg,White,Four-sided
126,a-lf-2876,*,warfarin 10 mg,White,Round
127,a-ln-2874,*,warfarin 2.5 mg,Orange,Round
128,a-lo-2875,*,warfarin 5 mg,Pink,Round
129,a-lr-2865,*,warfarin 7.5 mg,Yellow,Round
130,a-ls-2867,deserpidine/methyclothiazide,0.25 mg / 5 mg,Yellow,Four-sided
131,a-lt-2868,deserpidine/methyclothiazide,0.5 mg / 5 mg,Gray,Four-sided
132,a-sr-1194,fenofibrate,200 mg,Orange,Capsule-shape
133,a-ta-1192,fenofibrate,54 mg,Yellow,Elliptical / Oval
134,a-tc-1193,fenofibrate,160 mg,White,Elliptical / Oval
135,a-te-6969,methamphetamine,5 mg,White,Round
136,a-th-102,pemoline,18.75 mg,White,Round
137,a-ti-103,pemoline,37.5 mg,Orange,Round
138,a-tj-104,pemoline,75 mg,Beige,Round
139,a-tk-6562,pemoline,37.5 mg,Orange,Four-sided
140,a-wyeth-81-7789,lorazepam,0.5 mg,White,Five-sided
141,a-p-500-9728,acetaminophen/oxycodone,300 mg / 5 mg,Yellow,Elliptical / Oval
142,a-640-10-9684,aripiprazole,10 mg,Pink,Round
143,a-0-5-23914,*,0.5 mg,Yellow,Capsule-shape
144,a-003-4554,*,100 mg,Maroon,Round
145,a-004-745,*,200 mg,Maroon,Round
146,a-019-7526,*,200 mg,Pink,Round
147,a-019-8118,guaifenesin,200 mg,Pink,Round
148,a-020-7793,salsalate,750 mg,*,*
149,a-024-7456,pergolide,0.05 mg,White,Rectangle
150,a-026-7458,pergolide,1 mg,Pink,Rectangle
151,a-026-9574,*,0.125 mg,White,Round
152,a-027-8226,calcium carbonate,420 mg,White,Round
153,a-03-800-6895,*,800 mg,White,Elliptical / Oval
154,a-031-10661,*,Multiple Vitamins with Fluoride 0.5 mg,Purple,Four-sided
155,a-031-10682,multivitamin with fluoride,Multiple Vitamins with Fluoride 0.5 mg,Purple,Four-sided
156,a-035-20587,*,30 mg,Red,Round
157,a-04-22201,*,5 mg,White,Round
158,a-04-400-8173,*,400 mg,White,Elliptical / Oval
159,a-040-7120,*,50 mg,White,Round
160,a-041-6776,*,500 mg / 5 mg,Red & White,Capsule-shape
161,a-056-7942,*,4 mg,Yellow,Round
162,a-058-7653,*,400 mg / 75 mg,Blue,*
163,a-07-8387,*,200 mg,White,Round
164,a-074-18425,acetaminophen/butalbital/caffeine,"acetaminophen 750 mg, butalbital 50 mg and caffeine 40 mg",Pink,Elliptical / Oval
165,a-085-7908,choline salicylate/magnesium salicylate,750 mg,White,Elliptical / Oval
166,a-100-m-16829,*,100 mg,White,Round
167,a-1000-16142,niacin,1000 mg,Orange,Elliptical / Oval
168,a-1000-23191,*,1000 mg,Orange,Elliptical / Oval
169,a-1000-20-16015,niacin/simvastatin,1000 mg / 20 mg,Blue,Capsule-shape
170,a-1000-40-16016,niacin/simvastatin,1000 mg / 40 mg,Blue,Capsule-shape
171,a-1002-19263,lovastatin/niacin,20 mg-1000 mg,Pink,Capsule-shape
172,a-1004-19262,lovastatin/niacin,40 mg-1000 mg,Brown,Capsule-shape
173,a-101-13389,bupropion,150 mg,White,Round
174,a-101-14293,*,150 mg,White,Round
175,a-102-14292,*,300 mg,White,Round
176,a-11-8714,*,30 mg,Pink,Elliptical / Oval
177,a-115-8025,belladonna/ergotamine/phenobarbital,0.2 mg / 0.6 mg / 40 mg,Green,Round
178,a-117-13222,*,150 mg,Yellow,Round
179,a-127-7171,*,0.5 mg,Purple,Round
180,a-128-7173,*,1 mg,*,Round
181,a-13-1917,amoxapine,25 MG,White,Seven-sided
182,a-131-20586,*,10 mg,Red,Round
183,a-133-13223,*,150 mg,Yellow,Round
184,a-135-17149,*,200 mg,Yellow,Elliptical / Oval
185,a-138-15427,*,325 mg / 200 mg / 16 mg,Yellow & White,Round
186,a-15-1918,amoxapine,50 MG,Orange,Six-sided
187,a-150-10683,multivitamin with fluoride,Multiple Vitamins with Fluoride 0.25 mg,*,Round
188,a-151-13262,*,60 mg,Yellow,Round
189,a-158-7265,*,50 mg,White,Round
190,a-159-1431,*,37.5 mg,White & Blue Specks,Elliptical / Oval
191,a-17-1919,amoxapine,100 MG,Blue,Seven-sided
192,a-171-16424,*,100 mg,Yellow,Round
193,a-178-17474,"multivitamin, prenatal",27-1 MG,Yellow,Elliptical / Oval
194,a-18-1920,amoxapine,150 MG,Orange,Seven-sided
195,a-180-8438,*,20 mg,White,Round
196,a-197-6197,*,18.75 mg,White,Round
197,a-2-65-wyeth-927,lorazepam,2 mg,White,Five-sided
198,a-2-bpi-65-16062,lorazepam,2 mg,White,Five-sided
199,a-20-20570,*,25 mg,Pink & White,Capsule-shape
200,a-206-9569,*,0.125 mg,Blue,Round
201,a-212-15422,atropine/hyoscyamine/phenobarbital/scopolamine,belladonna alkaloids-phenobarbital 48mg,Green,Round
202,a-214-14252,*,15 mg,Green,Round
203,a-215-8234,*,30 mg,Blue,Round
204,a-221-19581,*,100 mg,White,Round
205,a-222-19582,*,200 mg,White,Elliptical / Oval
206,a-225-9146,propafenone,225 mg,White,Capsule-shape
207,a-239-9279,hydrochlorothiazide/quinapril,12.5 mg / 20 mg,Orange,Three-sided
208,a-24-19414,loratadine,10 mg,Orange,Round
209,a-24-19415,loratadine,10 mg,Pink,Round
210,a-240-9280,hydrochlorothiazide/quinapril,25 mg / 20 mg,Orange,Round
211,a-242-10887,*,10 mg,Brown,Three-sided
212,a-243-10884,*,20 mg,Brown,Round
213,a-244-10885,*,40 mg,Brown,Elliptical / Oval
214,a-25-21931,*,25 mg,Peach,Round
215,a-25-m-16827,*,25 mg,White,Round
216,a-265-13244,*,25 mg,Yellow,Round
217,a-266-13245,*,50 mg,Yellow,Round
218,a-267-13246,*,75 mg,Yellow,Round
219,a-268-15771,*,5 mg,White,Round
220,a-269-15772,*,10 mg,White,Round
221,a-270-15773,*,25 mg,Yellow,Round
222,a-271-15774,*,50 mg,Yellow,Round
223,a-285-13258,*,7.5 mg,Yellow,Round
224,a-286-13259,*,15 mg,Yellow,Elliptical / Oval
225,a-293-a-293-13280,*,25 mg,Blue & Yellow,Capsule-shape
226,a-294-a-294-13281,*,50 mg,Blue & Orange,Capsule-shape
227,a-295-a-295-20979,*,100 mg,Blue & White,Capsule-shape
228,a-301-6151,*,5 mg,Orange,Round
229,a-311-11695,*,10 mg,Orange,Round
230,a-312-11696,*,25 mg,Green,Round
231,a-313-11697,*,50 mg,Yellow,Round
232,a-325-9147,propafenone,325 mg,White,Capsule-shape
233,a-327-15986,*,35 mg,Yellow,Round
234,a-328-18940,*,5 mg,White,Round
235,a-329-18941,*,10 mg,White,Round
236,a-42-250-mg-14460,*,250 mg,Green & White,Capsule-shape
237,a-425-9148,propafenone,425 mg,White,Capsule-shape
238,a-43-500-mg-14461,*,500 mg,Green,Capsule-shape
239,a-44-14438,*,250 mg,Blue & Pink,Capsule-shape
240,a-45-14439,*,500mg,Blue & Pink,Capsule-shape
241,a-45-ll-1857,*,2 MG,White,Round
242,a-48-22202,*,10 mg,Pink,Round
243,a-49-22203,*,15 mg,Green,Round
244,a-49-ll-1866,*,50 MG,White,Round
245,a-50-22204,*,20 mg,Gray,Round
246,a-50-m-16828,*,50 mg,White,Round
247,a-500-16140,niacin,500 mg,Orange,Capsule-shape
248,a-500-23189,*,500 mg,Orange,Capsule-shape
249,a-500-20-16012,niacin/simvastatin,500 mg / 20 mg,Blue,Capsule-shape
250,a-500-40-16013,niacin/simvastatin,500 mg / 40 mg,Blue,Capsule-shape
251,a-502-19264,lovastatin/niacin,20 mg-500 mg,Yellow,Capsule-shape
252,a-51-22205,*,30 mg,Blue,Round
253,a-51-ll-1875,*,0.25 MG,White,Elliptical / Oval
254,a-510-14132,*,250 mg,White,Elliptical / Oval
255,a-511-15237,*,500 mg,White,Elliptical / Oval
256,a-52-ll-1876,*,0.5 MG,Yellow,Elliptical / Oval
257,a-53-ll-1877,*,1 MG,Yellow,Elliptical / Oval
258,a-585-4838,carbidopa/levodopa,25 mg / 100 mg,Yellow,Round
259,a-587-4839,carbidopa/levodopa,25 MG-250 MG,Blue,Round
260,a-592-4760,tizanidine,2 MG,White,Round
261,a-594-1265,tizanidine,4 mg,White,Round
262,a-641-15-9685,aripiprazole,15 mg,Yellow,Round
263,a-71-ll-1867,*,100 MG,White,Round
264,a-73-23629,*,10 mg,Beige,Round
265,a-75-23896,*,0.5 mg,Yellow,Capsule-shape
266,a-750-16141,niacin,750 mg,Orange,Capsule-shape
267,a-750-23190,*,750 mg,Orange,Capsule-shape
268,a-750-4000,*,750 mg,Yellow,Elliptical / Oval
269,a-750-20-16014,niacin/simvastatin,750 mg / 20 mg,Blue,Capsule-shape
270,a-752-19261,lovastatin/niacin,20 mg-750 mg,Orange,Capsule-shape
271,a-77-18844,*,200 mg,Blue,Capsule-shape
272,a-9-22083,*,75 mg (base),Pink,Round
273,a-a-4371,chlorpheniramine/phenylephrine/phenylpropanolamine/pyrilamine,,White,Elliptical / Oval
274,a-a-a-22288,doxycycline,doxycycline hyclate 150 mg,Green,Capsule-shape
275,a-am-2820,trimethadione,300 mg,White,Capsule-shape
276,a-b-23352,*,25 mg,White,Elliptical / Oval
277,a-b-6980,metoprolol,25 mg,White,Elliptical / Oval
278,a-cd-21513,candesartan/hydrochlorothiazide,32 mg / 25 mg,Pink,Elliptical / Oval
279,a-cd-20922,*,32 mg / 25 mg,Pink,Elliptical / Oval
280,a-cf-004-21127,*,4 mg,White,Round
281,a-cf-004-8331,candesartan,4 mg,White,Round
282,a-cg-008-21128,*,8 mg,Pink,Round
283,a-cg-008-8332,candesartan,8 mg,Pink,Round
284,a-ch-016-21129,*,16 mg,Pink,Round
285,a-ch-016-1224,candesartan,16 mg,Pink,Round
286,a-cj-21512,candesartan/hydrochlorothiazide,32 mg / 12.5 mg,Yellow,Elliptical / Oval
287,a-cj-20921,*,32 mg / 12.5 mg,Yellow,Elliptical / Oval
288,a-cj-322-1372,candesartan/hydrochlorothiazide,32 mg / 12.5 mg,Yellow,Elliptical / Oval
289,a-cl-032-10015,candesartan,32 mg,Pink,Round
290,a-cl-032-21130,*,32 mg,Pink,Round
291,a-cs-21511,candesartan/hydrochlorothiazide,16 mg / 12.5 mg,Peach,Elliptical / Oval
292,a-cs-20920,*,16 mg / 12.5 mg,Peach,Elliptical / Oval
293,a-cs-162-1378,candesartan/hydrochlorothiazide,16 mg / 12.5 mg,Peach,Elliptical / Oval
294,a-d-15-20514,amphetamine/dextroamphetamine,15 mg,Orange,Elliptical / Oval
295,a-ds-100-8088,ritonavir,100 mg,White,Capsule-shape
296,a-eb-1054,*,250 mg (erythromycin base),Pink,Elliptical / Oval
297,a-ec-23383,erythromycin,250 mg,Pink,Elliptical / Oval
298,a-ed-955,erythromycin,500 mg,Pink,Elliptical / Oval
299,a-ee-1052,erythromycin,400 mg,Pink,Elliptical / Oval
300,a-ee-13618,*,400 mg,Pink,Elliptical / Oval
301,a-eh-954,erythromycin,333 mg,White,Elliptical / Oval
302,a-ek-951,erythromycin,500 mg,White,Elliptical / Oval
303,a-enduron-2866,methyclothiazide,5 MG,Red,Four-sided
304,a-er-a-er-2851,*,250 mg (erythromycin base),Red / Clear,Capsule-shape
305,a-hc-1336,divalproex sodium,500 mg,Gray,Elliptical / Oval
306,a-hc-22725,*,500 mg,Gray,Elliptical / Oval
307,a-hf-1334,divalproex sodium,250 mg,White,Elliptical / Oval
308,a-hf-22724,*,250 mg,White,Elliptical / Oval
309,a-i-p-1000-9726,acetaminophen/oxycodone,300 mg / 10 mg,Orange,Elliptical / Oval
310,a-i-p-250-9727,acetaminophen/oxycodone,300 mg / 2.5 mg,Blue,Round
311,a-i-p-750-9729,acetaminophen/oxycodone,300 mg / 7.5 mg,Red,Elliptical / Oval
312,a-id-4700,*,60 mg,Yellow,Elliptical / Oval
313,a-ih-18786,hydrochlorothiazide/metoprolol,hydrochlorothiazide 12.5 mg / metoprolol 25 mg,Yellow,Round
314,a-ik-18785,hydrochlorothiazide/metoprolol,hydrochlorothiazide 12.5 mg / metoprolol 50 mg,Orange,Round
315,a-il-18784,hydrochlorothiazide/metoprolol,hydrochlorothiazide 12.5 mg / metoprolol 100 mg,Yellow,Round
316,a-ka-8586,lopinavir/ritonavir,200 mg / 50 mg,Yellow,Elliptical / Oval
317,a-kc-10948,lopinavir/ritonavir,100 mg-25 mg,Yellow,Elliptical / Oval
318,a-kj-1331,clarithromycin,500 mg,Yellow,Elliptical / Oval
319,a-kl-949,clarithromycin,500 mg,Yellow,Elliptical / Oval
320,a-kt-20134,*,250 mg,Yellow,Elliptical / Oval
321,a-kt-950,clarithromycin,250 mg,Yellow,Elliptical / Oval
322,a-l-g-2-16616,*,2 mg,White,Rectangle
323,a-l-p-r-a-p-o-2-16620,*,2 mg,White,Rectangle
324,a-mo-23353,*,50 mg,White,Round
325,a-mo-6981,metoprolol,50 mg,White,Round
326,a-ms-23354,*,100 mg,White,Round
327,a-ms-6982,metoprolol,100 mg,White,Round
328,a-my-23355,*,200 mg,White,Elliptical / Oval
329,a-my-6983,metoprolol,200 mg,White,Elliptical / Oval
330,a-ne-2907,niacin,500 MG,Yellow,Elliptical / Oval
331,a-nk-15592,ritonavir,100 mg,White,Elliptical / Oval
332,a-nr-228,divalproex sodium,250 mg,Orange,Elliptical / Oval
333,a-ns-229,divalproex sodium,500 mg,Pink,Elliptical / Oval
334,a-nt-6876,divalproex sodium,125 mg,Pink,Elliptical / Oval
335,a-p-30-4-9497,chlorpheniramine/pseudoephedrine,4 mg / 30 mg,Purple,Round
336,a-p-680-13000,acetaminophen/oxycodone,300 mg / 2.5 mg,Blue,Round
337,a-p-681-13001,acetaminophen/oxycodone,300 mg / 5 mg,Yellow,Elliptical / Oval
338,a-p-682-13002,acetaminophen/oxycodone,300 mg / 7.5 mg,Red,Elliptical / Oval
339,a-p-683-13003,acetaminophen/oxycodone,300 mg / 10 mg,Orange,Elliptical / Oval
340,a-pk-12629,lopinavir/ritonavir,133.3 mg / 33.3 mg,Orange,Capsule-shape
341,a-s-nt-18497,aspirin/dextromethorphan/doxylamine/phenylephrine,aspirin 500 mg / dextromethorphan 10 mg / doxylamine 6.25 mg / phenylephrine bitartrate 7.8 mg,White,Round
342,a-tl-t-2835,clorazepate,3.75 mg,Blue,U-shape
343,a-tm-t-2836,clorazepate,7.5 mg,Purple,U-shape
344,a-tn-t-2837,clorazepate,15 mg,Pink,U-shape
345,a-uc-2822,estazolam,1 mg,White,Four-sided
346,a-ud-952,estazolam,2 mg,Orange,Figure eight-shape
347,a-z-7995,*,50 mg,Yellow,Round
348,a-za-23314,*,1 mcg,Gray,Elliptical / Oval
349,a-zf-23315,*,2 mcg,Brown,Elliptical / Oval
350,a-002-16224,hyoscyamine/methenamine/methylene blue/phenyl salicylate/sodium biphosphate,0.12 mg / 81 mg / 10.8 mg / 32.4 mg,Blue,Round
351,a-006-2-8962,aripiprazole,2 mg,Green,Rectangle
352,a-007-5-1652,aripiprazole,5 mg,Blue,Rectangle
353,a-008-10-8961,aripiprazole,10 mg,Pink,Rectangle
354,a-009-15-8963,aripiprazole,15 mg,Yellow,Round
355,a-010-20-8964,aripiprazole,20 mg,White,Round
356,a-011-30-8965,aripiprazole,30 mg,Pink,Round
357,a-018-7803,*,5 mg / 2.5 mg,Green,Capsule-shape
358,a-039-a-039-6193,acetaminophen/dichloralphenazone/isometheptene mucate,325 mg / 100 mg / 65 mg,White,Capsule-shape
359,a-059-a-059-5859,guaifenesin/phenylephrine/phenylpropanolamine,200 mg / 5 mg / 45 mg,Red / White,Capsule-shape
360,a-060-a-060-10718,*,300 mg,Pink & White,Capsule-shape
361,a-10-mg-a-10-mg-21322,*,10 mg,Brown & White,Capsule-shape
362,a-10-mg-a-10-mg-21177,acitretin,10 mg,Brown & White,Capsule-shape
363,a-120-9657,*,25 mg / 600 mg / 20 mg,White,Elliptical / Oval
364,a-136-6787,*,350 mg,White,Round
365,a-17-5-mg-a-17-5-mg-17131,acitretin,17.5 mg,Yellow,Capsule-shape
366,a-187-a-187-14251,*,5 mg,Brown & Peach,Capsule-shape
367,a-22-5-mg-a-22-5-mg-17132,acitretin,22.5 mg,Brown,Capsule-shape
368,a-24-19413,loratadine,10 mg,White,Round
369,a-25-mg-a-25-mg-21178,acitretin,25 mg,Brown & Yellow,Capsule-shape
370,a-25mg-a-25mg-21323,*,25 mg,Brown & Yellow,Capsule-shape
371,a-263-a-263-13256,*,2.5 mg,White,Capsule-shape
372,a-264-10065,*,5 mg,Pink,Capsule-shape
373,a-309-a-309-13221,*,100 mg,Orange,Capsule-shape
374,a-c-40-12-5-18354,azilsartan medoxomil/chlorthalidone,40 mg / 12.5 mg,Red,Round
375,a-c-40-25-18355,azilsartan medoxomil/chlorthalidone,40 mg / 25 mg,Red,Round
376,a-n-18099,doxylamine,5 mg,Orange,Elliptical / Oval
377,a-p-12-5-15-20502,alogliptin/pioglitazone,12.5 mg / 15 mg,Yellow,Round
378,a-p-12-5-30-20503,alogliptin/pioglitazone,12.5 mg / 30 mg,Peach,Round
379,a-p-12-5-45-20504,alogliptin/pioglitazone,12.5 mg / 45 mg,Red,Round
380,a-p-25-15-20499,alogliptin/pioglitazone,25 mg / 15 mg,Yellow,Round
381,a-p-25-30-20500,alogliptin/pioglitazone,25 mg / 30 mg,Peach,Round
382,a-p-25-45-20501,alogliptin/pioglitazone,25 mg / 45 mg,Red,Round
383,a-s-4417,acetaminophen/chlorpheniramine/pseudoephedrine,,Green,Round
384,a-9556,zolpidem,6.25 mg,Pink,Round
385,a-9557,zolpidem,12.5 mg,Blue,Round
386,a01-9258,clozapine,25 mg,Yellow,Round
387,a019-7792,salsalate,500 mg,*,Round
388,a02-9259,clozapine,100 mg,Yellow,Round
389,a02-400-11989,*,400 mg,White,Elliptical / Oval
390,a05-20048,*,12.5 mg,Yellow,Round
391,a05-10436,clozapine,12.5 mg,Yellow,Round
392,a05-200-6896,*,200 mg,Blue,Capsule-shape
393,a06-20049,*,25 mg,Yellow,Round
394,a06-17138,clozapine,25 mg,Yellow,Round
395,a08-20050,*,100 mg,Yellow,Round
396,a08-17139,clozapine,100 mg,Yellow,Round
397,a09-23008,*,150 mg,Yellow,Round
398,a09-17140,clozapine,150 mg,Yellow,Round
399,a1-17454,*,325 mg,White,Round
400,a1-6714,*,1 mg,White,Round
401,a1-24178,amphetamine,3.1 mg,Orange,Round
402,a1-18555,ethinyl estradiol/norethindrone,ethinyl estradiol 0.035 mg / norethindrone 1 mg,Peach,Round
403,a1-18559,ethinyl estradiol/norethindrone,ethinyl estradiol 0.035 mg / norethindrone 1 mg,Peach,Round
404,a1-15766,"multivitamin, prenatal",,White,Capsule-shape
405,a1-17816,*,1 mg,White,Round
406,a1-17826,*,12.5 mg,Yellow,Round
407,a1-14016,*,100 mg,Yellow,Elliptical / Oval
408,a1-24007,*,2.5 mg,Blue,Round
409,a1-20452,*,100 mg,Yellow,Elliptical / Oval
410,a1-24308,*,6.25 mg,White,Round
411,a1-aspirin-6531,*,325 mg,White,Round
412,a1-f-6510,triamcinolone,1 mg,*,*
413,a1-05-16999,*,50 mg,Yellow,Capsule-shape
414,a1-06-7533,guaifenesin,600 mg,Green,Elliptical / Oval
415,a10-15528,dalfampridine,10 mg,White,Elliptical / Oval
416,a10-21217,*,10 mg,White,Round
417,a10-23009,*,200 mg,Yellow,Round
418,a10-17141,clozapine,200 mg,Yellow,Round
419,a100-20365,*,100 mg,White,Elliptical / Oval
420,a100-g-6579,*,100 mg,White,Round
421,a116-16726,*,12.5 mg,White,Round
422,a117-17923,*,6.25 mg,Yellow,Round
423,a117-7155,*,25 mg,Pink,Round
424,a124-7172,*,0.25 mg,Orange,Round
425,a129-12-5-mg-18044,*,12.5 mg,Green,Elliptical / Oval
426,a134-8291,*,3 mg,Blue,Elliptical / Oval
427,a135-8292,*,micronized 6 mg,Yellow,Elliptical / Oval
428,a137-6541,*,325 mg / 200 mg,Red & White,Round
429,a139-8163,*,30 mg / 600 mg,Green,Elliptical / Oval
430,a139-7914,dextromethorphan/guaifenesin,30 mg-600 mg,Green,*
431,a140-6818,*,1.5 mg / 5 mg,White,Round
432,a143-9568,*,0.125 mg,White,Round
433,a145-7055,*,125 mcg (0.125 mg),*,*
434,a146-7054,*,250 mcg (0.25 mg),*,*
435,a147-7058,*,500 mcg (0.5 mg),*,*
436,a15-8513,*,15 mg,White,Rectangle
437,a155-9570,*,0.125 mg,Blue,Round
438,a156-8716,*,0.375 mg,*,Elliptical / Oval
439,a157-7264,*,100 mg,White,Round
440,a159-17710,*,100 mg,Blue,Round
441,a160-17711,*,150 mg,Purple,Round
442,a160-8664,*,30 mg,Yellow,Capsule-shape
443,a161-17712,*,200 mg,Red,Round
